application,regions,batch,runtime_ns
sha256-fpga,4,9,138192655
sha256-fpga,4,9,73281513
sha256-fpga,4,9,137958441
sha256-fpga,4,9,106508930
sha256-fpga,4,9,72775900
sha256-fpga,4,9,138149144
sha256-fpga,4,9,72875872
sha256-fpga,4,9,138244973
sha256-fpga,4,9,172149516
sha256-fpga,4,9,206687362
sha256-fpga,4,9,171893505
sha256-fpga,4,9,207348451
sha256-fpga,4,9,172465574
sha256-fpga,4,9,206501965
sha256-fpga,4,9,206331692
sha256-fpga,4,9,239400715
sha256-fpga,4,9,241039095
sha256-fpga,4,9,239515730
sha256-fpga,4,9,272862391
sha256-fpga,4,9,172116991
sha256-fpga,4,10,113830924
sha256-fpga,4,10,79983538
sha256-fpga,4,10,107611516
sha256-fpga,4,10,73265853
sha256-fpga,4,10,280265258
sha256-fpga,4,10,110862739
sha256-fpga,4,10,42450553
sha256-fpga,4,10,280225436
sha256-fpga,4,10,111326966
sha256-fpga,4,10,141467486
sha256-fpga,4,10,47257785
sha256-fpga,4,10,42000669
sha256-fpga,4,10,42291796
sha256-fpga,4,10,140068352
sha256-fpga,4,10,181833434
sha256-fpga,4,10,146557103
sha256-fpga,4,10,175389201
sha256-fpga,4,10,142052904
sha256-fpga,4,10,210519359
sha256-fpga,4,10,216089188
sha256-fpga,4,10,211171831
sha256-fpga,4,10,175129578
sha256-fpga,4,10,209952606
sha256-fpga,4,10,245350240
sha256-fpga,4,10,250447118
sha256-fpga,4,10,244695091
sha256-fpga,4,10,245334057
sha256-fpga,4,10,73224398
sha256-fpga,4,10,176123110
sha256-fpga,4,10,73969581
sha256-fpga,4,11,39944411
sha256-fpga,4,11,39724353
sha256-fpga,4,11,41058383
sha256-fpga,4,11,67257546
sha256-fpga,4,11,41950977
sha256-fpga,4,11,69231811
sha256-fpga,4,11,101083139
sha256-fpga,4,11,103363355
sha256-fpga,4,11,72032357
sha256-fpga,4,11,68580225
sha256-fpga,4,11,134741421
sha256-fpga,4,11,134622901
sha256-fpga,4,11,139455062
sha256-fpga,4,11,169116073
sha256-fpga,4,11,173693730
sha256-fpga,4,11,169351094
sha256-fpga,4,11,203348232
sha256-fpga,4,11,207288929
sha256-fpga,4,11,203127051
sha256-fpga,4,11,204309904
sha256-fpga,4,11,236482502
sha256-fpga,4,11,100423824
sha256-fpga,4,11,235871512
sha256-fpga,4,11,169879408
sha256-fpga,4,11,237582609
sha256-fpga,4,11,240126104
sha256-fpga,4,11,104573585
sha256-fpga,4,11,273171681
sha256-fpga,4,11,272915331
sha256-fpga,4,11,136032745
sha256-fpga,4,12,51835244
sha256-fpga,4,12,48374021
sha256-fpga,4,12,82099975
sha256-fpga,4,12,45737352
sha256-fpga,4,12,222166312
sha256-fpga,4,12,79566649
sha256-fpga,4,12,47223555
sha256-fpga,4,12,80604518
sha256-fpga,4,12,249197415
sha256-fpga,4,12,115276219
sha256-fpga,4,12,112690639
sha256-fpga,4,12,114842072
sha256-fpga,4,12,147117515
sha256-fpga,4,12,179506611
sha256-fpga,4,12,181317878
sha256-fpga,4,12,184816118
sha256-fpga,4,12,148691135
sha256-fpga,4,12,215933486
sha256-fpga,4,12,274031589
sha256-fpga,4,12,217632041
sha256-fpga,4,12,79585854
sha256-fpga,4,12,109540695
sha256-fpga,4,12,248154713
sha256-fpga,4,12,149248804
sha256-fpga,4,12,143800679
sha256-fpga,4,12,184329788
sha256-fpga,4,12,213068279
sha256-fpga,4,12,249446060
sha256-fpga,4,12,249741481
sha256-fpga,4,12,274113675
sha256-fpga,4,13,177928913
sha256-fpga,4,13,43057704
sha256-fpga,4,13,214111439
sha256-fpga,4,13,42856272
sha256-fpga,4,13,43215924
sha256-fpga,4,13,246240740
sha256-fpga,4,13,73915750
sha256-fpga,4,13,71589278
sha256-fpga,4,13,42849805
sha256-fpga,4,13,105367246
sha256-fpga,4,13,107917760
sha256-fpga,4,13,72251846
sha256-fpga,4,13,139595216
sha256-fpga,4,13,106160532
sha256-fpga,4,13,278174248
sha256-fpga,4,13,140009815
sha256-fpga,4,13,173348391
sha256-fpga,4,13,173872153
sha256-fpga,4,13,141370937
sha256-fpga,4,13,175080943
sha256-fpga,4,13,207812829
sha256-fpga,4,13,207688862
sha256-fpga,4,13,71168998
sha256-fpga,4,13,105261733
sha256-fpga,4,13,206944738
sha256-fpga,4,13,241478470
sha256-fpga,4,13,241642396
sha256-fpga,4,13,242914062
sha256-fpga,4,13,274111423
sha256-fpga,4,13,138993130
sha256-fpga,4,14,72472414
sha256-fpga,4,14,104786280
sha256-fpga,4,14,106553032
sha256-fpga,4,14,42006410
sha256-fpga,4,14,42231707
sha256-fpga,4,14,42396344
sha256-fpga,4,14,41833381
sha256-fpga,4,14,76984916
sha256-fpga,4,14,74787080
sha256-fpga,4,14,75893896
sha256-fpga,4,14,105424483
sha256-fpga,4,14,137357960
sha256-fpga,4,14,139731734
sha256-fpga,4,14,105271097
sha256-fpga,4,14,135937977
sha256-fpga,4,14,170583769
sha256-fpga,4,14,173636012
sha256-fpga,4,14,173276066
sha256-fpga,4,14,169580201
sha256-fpga,4,14,204161148
sha256-fpga,4,14,207944086
sha256-fpga,4,14,238932483
sha256-fpga,4,14,207640174
sha256-fpga,4,14,242781203
sha256-fpga,4,14,236810824
sha256-fpga,4,14,271300022
sha256-fpga,4,14,202359372
sha256-fpga,4,14,242224168
sha256-fpga,4,14,137491028
sha256-fpga,4,14,271131718
sha256-fpga,4,15,79927064
sha256-fpga,4,15,109637720
sha256-fpga,4,15,113572497
sha256-fpga,4,15,113338748
sha256-fpga,4,15,147935063
sha256-fpga,4,15,114279254
sha256-fpga,4,15,43452935
sha256-fpga,4,15,143499565
sha256-fpga,4,15,178525803
sha256-fpga,4,15,148614825
sha256-fpga,4,15,77288915
sha256-fpga,4,15,147368143
sha256-fpga,4,15,82753184
sha256-fpga,4,15,181292576
sha256-fpga,4,15,182145051
sha256-fpga,4,15,80201123
sha256-fpga,4,15,215319243
sha256-fpga,4,15,278720797
sha256-fpga,4,15,216378666
sha256-fpga,4,15,249473176
sha256-fpga,4,15,180752136
sha256-fpga,4,15,215168319
sha256-fpga,4,15,210977397
sha256-fpga,4,15,248985477
sha256-fpga,4,15,246650428
sha256-fpga,4,15,45061877
sha256-fpga,4,15,44885371
sha256-fpga,4,15,45869891
sha256-fpga,4,15,250091225
sha256-fpga,4,15,276820895
sha256-fpga,4,16,40474150
sha256-fpga,4,16,250253307
sha256-fpga,4,16,74497526
sha256-fpga,4,16,44399412
sha256-fpga,4,16,108749847
sha256-fpga,4,16,110976239
sha256-fpga,4,16,110327176
sha256-fpga,4,16,248679950
sha256-fpga,4,16,144866206
sha256-fpga,4,16,173418965
sha256-fpga,4,16,111103296
sha256-fpga,4,16,138661943
sha256-fpga,4,16,144954964
sha256-fpga,4,16,179499351
sha256-fpga,4,16,179432425
sha256-fpga,4,16,207868792
sha256-fpga,4,16,213574636
sha256-fpga,4,16,214337660
sha256-fpga,4,16,144990830
sha256-fpga,4,16,178879005
sha256-fpga,4,16,43682392
sha256-fpga,4,16,241887065
sha256-fpga,4,16,213143316
sha256-fpga,4,16,44353491
sha256-fpga,4,16,247479132
sha256-fpga,4,16,78227638
sha256-fpga,4,16,78238965
sha256-fpga,4,16,276975692
sha256-fpga,4,16,78707832
sha256-fpga,4,16,271241267
sha256-fpga,4,17,45621910
sha256-fpga,4,17,220095236
sha256-fpga,4,17,75557433
sha256-fpga,4,17,45647076
sha256-fpga,4,17,43160348
sha256-fpga,4,17,45089656
sha256-fpga,4,17,251168281
sha256-fpga,4,17,253050442
sha256-fpga,4,17,280945034
sha256-fpga,4,17,76702253
sha256-fpga,4,17,218551340
sha256-fpga,4,17,77039512
sha256-fpga,4,17,147496799
sha256-fpga,4,17,147167246
sha256-fpga,4,17,181829212
sha256-fpga,4,17,146406045
sha256-fpga,4,17,181259787
sha256-fpga,4,17,181229431
sha256-fpga,4,17,175059051
sha256-fpga,4,17,243869983
sha256-fpga,4,17,208527103
sha256-fpga,4,17,214702829
sha256-fpga,4,17,107120584
sha256-fpga,4,17,75799673
sha256-fpga,4,17,111621355
sha256-fpga,4,17,111106160
sha256-fpga,4,17,111188128
sha256-fpga,4,17,241767639
sha256-fpga,4,17,140632958
sha256-fpga,4,17,275714448
sha256-fpga,4,18,44983129
sha256-fpga,4,18,44930901
sha256-fpga,4,18,46686807
sha256-fpga,4,18,118700446
sha256-fpga,4,18,47667847
sha256-fpga,4,18,187636842
sha256-fpga,4,18,146219309
sha256-fpga,4,18,250795349
sha256-fpga,4,18,75080291
sha256-fpga,4,18,75991535
sha256-fpga,4,18,79632332
sha256-fpga,4,18,109993818
sha256-fpga,4,18,108966857
sha256-fpga,4,18,144089141
sha256-fpga,4,18,146732112
sha256-fpga,4,18,178079095
sha256-fpga,4,18,148245576
sha256-fpga,4,18,176900063
sha256-fpga,4,18,215103468
sha256-fpga,4,18,246631228
sha256-fpga,4,18,77422121
sha256-fpga,4,18,214554526
sha256-fpga,4,18,111954797
sha256-fpga,4,18,271873802
sha256-fpga,4,18,271507327
sha256-fpga,4,18,245900447
sha256-fpga,4,18,180197386
sha256-fpga,4,18,211257532
sha256-fpga,4,18,212089105
sha256-fpga,4,18,247039100
sha256-fpga,4,19,68525678
sha256-fpga,4,19,68648557
sha256-fpga,4,19,38994657
sha256-fpga,4,19,40168508
sha256-fpga,4,19,40209754
sha256-fpga,4,19,68365331
sha256-fpga,4,19,40168388
sha256-fpga,4,19,99553042
sha256-fpga,4,19,72758248
sha256-fpga,4,19,100947382
sha256-fpga,4,19,101307176
sha256-fpga,4,19,132215906
sha256-fpga,4,19,105960043
sha256-fpga,4,19,169604468
sha256-fpga,4,19,168839801
sha256-fpga,4,19,202952296
sha256-fpga,4,19,134752797
sha256-fpga,4,19,203761377
sha256-fpga,4,19,133779413
sha256-fpga,4,19,206832472
sha256-fpga,4,19,233524765
sha256-fpga,4,19,236162795
sha256-fpga,4,19,241362435
sha256-fpga,4,19,234400411
sha256-fpga,4,19,268133528
sha256-fpga,4,19,139289536
sha256-fpga,4,19,173700108
sha256-fpga,4,19,267449292
sha256-fpga,4,19,165966581
sha256-fpga,4,19,200677847
sha256-fpga,4,20,41822115
sha256-fpga,4,20,241002449
sha256-fpga,4,20,40749911
sha256-fpga,4,20,240961071
sha256-fpga,4,20,42002620
sha256-fpga,4,20,40901992
sha256-fpga,4,20,103584479
sha256-fpga,4,20,74512015
sha256-fpga,4,20,70586152
sha256-fpga,4,20,103373896
sha256-fpga,4,20,103205397
sha256-fpga,4,20,70787860
sha256-fpga,4,20,72867157
sha256-fpga,4,20,135286700
sha256-fpga,4,20,135550410
sha256-fpga,4,20,170083925
sha256-fpga,4,20,102293391
sha256-fpga,4,20,135799443
sha256-fpga,4,20,170793167
sha256-fpga,4,20,202643895
sha256-fpga,4,20,202935278
sha256-fpga,4,20,202436668
sha256-fpga,4,20,136299291
sha256-fpga,4,20,169134344
sha256-fpga,4,20,203079696
sha256-fpga,4,20,237913959
sha256-fpga,4,20,234883612
sha256-fpga,4,20,169265565
sha256-fpga,4,20,268884531
sha256-fpga,4,20,269450195
sha256-fpga,4,21,41282647
sha256-fpga,4,21,41284386
sha256-fpga,4,21,68118833
sha256-fpga,4,21,40523517
sha256-fpga,4,21,74171667
sha256-fpga,4,21,40537761
sha256-fpga,4,21,68644647
sha256-fpga,4,21,103092808
sha256-fpga,4,21,68038675
sha256-fpga,4,21,102569584
sha256-fpga,4,21,101587162
sha256-fpga,4,21,135635948
sha256-fpga,4,21,135594988
sha256-fpga,4,21,102647198
sha256-fpga,4,21,135924994
sha256-fpga,4,21,136195778
sha256-fpga,4,21,169453278
sha256-fpga,4,21,168417010
sha256-fpga,4,21,168964836
sha256-fpga,4,21,168218624
sha256-fpga,4,21,201600550
sha256-fpga,4,21,236190461
sha256-fpga,4,21,201425929
sha256-fpga,4,21,202968127
sha256-fpga,4,21,269875030
sha256-fpga,4,21,238330625
sha256-fpga,4,21,240308380
sha256-fpga,4,21,201747247
sha256-fpga,4,21,237786688
sha256-fpga,4,21,268511586
sha256-fpga,4,22,140944905
sha256-fpga,4,22,76416616
sha256-fpga,4,22,42140487
sha256-fpga,4,22,103495953
sha256-fpga,4,22,41560800
sha256-fpga,4,22,74585845
sha256-fpga,4,22,42172904
sha256-fpga,4,22,41504369
sha256-fpga,4,22,137302678
sha256-fpga,4,22,74654559
sha256-fpga,4,22,74435686
sha256-fpga,4,22,105144072
sha256-fpga,4,22,136808169
sha256-fpga,4,22,103437912
sha256-fpga,4,22,170033545
sha256-fpga,4,22,104611632
sha256-fpga,4,22,169085609
sha256-fpga,4,22,172757412
sha256-fpga,4,22,202977148
sha256-fpga,4,22,207481407
sha256-fpga,4,22,237192652
sha256-fpga,4,22,207320493
sha256-fpga,4,22,236914120
sha256-fpga,4,22,202232189
sha256-fpga,4,22,241980726
sha256-fpga,4,22,241666236
sha256-fpga,4,22,269629830
sha256-fpga,4,22,137630655
sha256-fpga,4,22,266071941
sha256-fpga,4,22,171834764
sha256-fpga,4,23,74141510
sha256-fpga,4,23,39823429
sha256-fpga,4,23,219388558
sha256-fpga,4,23,78970726
sha256-fpga,4,23,252355834
sha256-fpga,4,23,78647376
sha256-fpga,4,23,101962239
sha256-fpga,4,23,40824355
sha256-fpga,4,23,45124462
sha256-fpga,4,23,146631158
sha256-fpga,4,23,67629657
sha256-fpga,4,23,112912800
sha256-fpga,4,23,175418707
sha256-fpga,4,23,180407218
sha256-fpga,4,23,168534460
sha256-fpga,4,23,180300336
sha256-fpga,4,23,209244330
sha256-fpga,4,23,202257056
sha256-fpga,4,23,44581720
sha256-fpga,4,23,214547323
sha256-fpga,4,23,243242885
sha256-fpga,4,23,234735172
sha256-fpga,4,23,247724552
sha256-fpga,4,23,264495671
sha256-fpga,4,23,106512276
sha256-fpga,4,23,134436565
sha256-fpga,4,23,111171641
sha256-fpga,4,23,145484079
sha256-fpga,4,23,140200997
sha256-fpga,4,23,270951004
sha256-fpga,4,24,191932549
sha256-fpga,4,24,86405089
sha256-fpga,4,24,225369290
sha256-fpga,4,24,152834542
sha256-fpga,4,24,255203809
sha256-fpga,4,24,50230195
sha256-fpga,4,24,49189766
sha256-fpga,4,24,49343576
sha256-fpga,4,24,83715079
sha256-fpga,4,24,83983557
sha256-fpga,4,24,256785142
sha256-fpga,4,24,255994762
sha256-fpga,4,24,253668861
sha256-fpga,4,24,114428113
sha256-fpga,4,24,183808145
sha256-fpga,4,24,151236132
sha256-fpga,4,24,46810416
sha256-fpga,4,24,187856060
sha256-fpga,4,24,183980814
sha256-fpga,4,24,80079962
sha256-fpga,4,24,116980131
sha256-fpga,4,24,280664938
sha256-fpga,4,24,277687003
sha256-fpga,4,24,117249345
sha256-fpga,4,24,217114301
sha256-fpga,4,24,117277667
sha256-fpga,4,24,152541414
sha256-fpga,4,24,151747418
sha256-fpga,4,24,214910234
sha256-fpga,4,24,218491214
sha256-fpga,4,25,43381305
sha256-fpga,4,25,82377476
sha256-fpga,4,25,220539888
sha256-fpga,4,25,151007138
sha256-fpga,4,25,254867724
sha256-fpga,4,25,44897986
sha256-fpga,4,25,46910288
sha256-fpga,4,25,217529699
sha256-fpga,4,25,74774139
sha256-fpga,4,25,218231629
sha256-fpga,4,25,77930213
sha256-fpga,4,25,112792573
sha256-fpga,4,25,147151788
sha256-fpga,4,25,108481897
sha256-fpga,4,25,112040982
sha256-fpga,4,25,176905804
sha256-fpga,4,25,181453627
sha256-fpga,4,25,44342584
sha256-fpga,4,25,180774947
sha256-fpga,4,25,181497200
sha256-fpga,4,25,209356661
sha256-fpga,4,25,246039658
sha256-fpga,4,25,276994286
sha256-fpga,4,25,77275841
sha256-fpga,4,25,242407000
sha256-fpga,4,25,271644535
sha256-fpga,4,25,247459463
sha256-fpga,4,25,142699836
sha256-fpga,4,25,113014129
sha256-fpga,4,25,148216139
