application,regions,batch,runtime_ns
sha256-fpga,1,7,219857071
sha256-fpga,1,7,850172413
sha256-fpga,1,7,254531473
sha256-fpga,1,7,883728008
sha256-fpga,1,7,779463482
sha256-fpga,1,7,358765079
sha256-fpga,1,7,464498457
sha256-fpga,1,7,985347547
sha256-fpga,1,7,949022390
sha256-fpga,1,7,917496455
sha256-fpga,1,7,289166934
sha256-fpga,1,7,603366689
sha256-fpga,1,7,324241408
sha256-fpga,1,7,672292244
sha256-fpga,1,7,637332838
sha256-fpga,1,7,706260135
sha256-fpga,1,7,393433781
sha256-fpga,1,7,1015029664
sha256-fpga,1,7,428150099
sha256-fpga,1,7,498364776
sha256-fpga,1,7,1048172691
sha256-fpga,1,7,533043066
sha256-fpga,1,7,738971767
sha256-fpga,1,7,567714282
sha256-fpga,1,7,808562365
sha256-fpga,1,8,114220783
sha256-fpga,1,8,391168464
sha256-fpga,1,8,43039483
sha256-fpga,1,8,77499538
sha256-fpga,1,8,148772753
sha256-fpga,1,8,252836986
sha256-fpga,1,8,460995058
sha256-fpga,1,8,426147899
sha256-fpga,1,8,566414094
sha256-fpga,1,8,217255570
sha256-fpga,1,8,323100781
sha256-fpga,1,8,636574778
sha256-fpga,1,8,671765480
sha256-fpga,1,8,812283463
sha256-fpga,1,8,777089340
sha256-fpga,1,8,706700138
sha256-fpga,1,8,741777125
sha256-fpga,1,8,496056087
sha256-fpga,1,8,881383321
sha256-fpga,1,8,179614479
sha256-fpga,1,8,849956053
sha256-fpga,1,8,918520915
sha256-fpga,1,8,948962077
sha256-fpga,1,8,601180926
sha256-fpga,1,8,1054068273
sha256-fpga,1,8,1018735834
sha256-fpga,1,8,284800029
sha256-fpga,1,8,984292263
sha256-fpga,1,8,354845548
sha256-fpga,1,8,531243890
sha256-fpga,1,9,41716896
sha256-fpga,1,9,1015355835
sha256-fpga,1,9,76569999
sha256-fpga,1,9,282527486
sha256-fpga,1,9,110966438
sha256-fpga,1,9,248115181
sha256-fpga,1,9,349834988
sha256-fpga,1,9,315247895
sha256-fpga,1,9,177216064
sha256-fpga,1,9,145025311
sha256-fpga,1,9,384776083
sha256-fpga,1,9,1046869912
sha256-fpga,1,9,489117816
sha256-fpga,1,9,524023229
sha256-fpga,1,9,454351387
sha256-fpga,1,9,558890562
sha256-fpga,1,9,421980894
sha256-fpga,1,9,663853890
sha256-fpga,1,9,733738084
sha256-fpga,1,9,698294692
sha256-fpga,1,9,803222845
sha256-fpga,1,9,595672732
sha256-fpga,1,9,943065260
sha256-fpga,1,9,628492805
sha256-fpga,1,9,872706274
sha256-fpga,1,9,838085359
sha256-fpga,1,9,768480624
sha256-fpga,1,9,211095740
sha256-fpga,1,9,908656239
sha256-fpga,1,9,976325465
sha256-fpga,1,10,177661718
sha256-fpga,1,10,422897001
sha256-fpga,1,10,110434621
sha256-fpga,1,10,74894631
sha256-fpga,1,10,41171263
sha256-fpga,1,10,352428272
sha256-fpga,1,10,492643207
sha256-fpga,1,10,527488948
sha256-fpga,1,10,633040564
sha256-fpga,1,10,597604746
sha256-fpga,1,10,562353377
sha256-fpga,1,10,285060553
sha256-fpga,1,10,389177203
sha256-fpga,1,10,773539706
sha256-fpga,1,10,808483298
sha256-fpga,1,10,702484267
sha256-fpga,1,10,737228226
sha256-fpga,1,10,843158781
sha256-fpga,1,10,913573150
sha256-fpga,1,10,948303781
sha256-fpga,1,10,456933494
sha256-fpga,1,10,668552629
sha256-fpga,1,10,317130505
sha256-fpga,1,10,984393407
sha256-fpga,1,10,1053677846
sha256-fpga,1,10,142021625
sha256-fpga,1,10,877341333
sha256-fpga,1,10,247328662
sha256-fpga,1,10,212010674
sha256-fpga,1,10,1017276208
sha256-fpga,1,11,45713079
sha256-fpga,1,11,116647278
sha256-fpga,1,11,79575194
sha256-fpga,1,11,221430954
sha256-fpga,1,11,291026643
sha256-fpga,1,11,148043644
sha256-fpga,1,11,182784536
sha256-fpga,1,11,325730201
sha256-fpga,1,11,253076823
sha256-fpga,1,11,357612416
sha256-fpga,1,11,392480085
sha256-fpga,1,11,426988407
sha256-fpga,1,11,604099518
sha256-fpga,1,11,461864776
sha256-fpga,1,11,707803003
sha256-fpga,1,11,636930824
sha256-fpga,1,11,671624125
sha256-fpga,1,11,777557682
sha256-fpga,1,11,847898078
sha256-fpga,1,11,1019784863
sha256-fpga,1,11,881691662
sha256-fpga,1,11,916585742
sha256-fpga,1,11,951469226
sha256-fpga,1,11,812610273
sha256-fpga,1,11,565871368
sha256-fpga,1,11,495708479
sha256-fpga,1,11,530728263
sha256-fpga,1,11,1056347458
sha256-fpga,1,11,985415840
sha256-fpga,1,11,741491004
sha256-fpga,1,12,40083057
sha256-fpga,1,12,456220288
sha256-fpga,1,12,71720777
sha256-fpga,1,12,213945650
sha256-fpga,1,12,108032782
sha256-fpga,1,12,318831962
sha256-fpga,1,12,350872393
sha256-fpga,1,12,525511444
sha256-fpga,1,12,140847846
sha256-fpga,1,12,595810340
sha256-fpga,1,12,630832029
sha256-fpga,1,12,701383488
sha256-fpga,1,12,736339522
sha256-fpga,1,12,806764669
sha256-fpga,1,12,771513230
sha256-fpga,1,12,1015123507
sha256-fpga,1,12,492139939
sha256-fpga,1,12,876837199
sha256-fpga,1,12,911973652
sha256-fpga,1,12,385731767
sha256-fpga,1,12,280760112
sha256-fpga,1,12,665857067
sha256-fpga,1,12,841332885
sha256-fpga,1,12,560515954
sha256-fpga,1,12,175545554
sha256-fpga,1,12,947043858
sha256-fpga,1,12,981353583
sha256-fpga,1,12,245809573
sha256-fpga,1,12,420787737
sha256-fpga,1,12,1043746676
sha256-fpga,1,13,226199519
sha256-fpga,1,13,508260744
sha256-fpga,1,13,331086530
sha256-fpga,1,13,82971560
sha256-fpga,1,13,47969052
sha256-fpga,1,13,718249357
sha256-fpga,1,13,682365746
sha256-fpga,1,13,821069988
sha256-fpga,1,13,152138337
sha256-fpga,1,13,292543163
sha256-fpga,1,13,398186702
sha256-fpga,1,13,468344136
sha256-fpga,1,13,538556814
sha256-fpga,1,13,572939438
sha256-fpga,1,13,187161756
sha256-fpga,1,13,643237331
sha256-fpga,1,13,608011615
sha256-fpga,1,13,748144191
sha256-fpga,1,13,117092547
sha256-fpga,1,13,362441151
sha256-fpga,1,13,783008570
sha256-fpga,1,13,256748405
sha256-fpga,1,13,1020161004
sha256-fpga,1,13,432556499
sha256-fpga,1,13,851431083
sha256-fpga,1,13,884408597
sha256-fpga,1,13,918394962
sha256-fpga,1,13,987686411
sha256-fpga,1,13,1052404382
sha256-fpga,1,13,953689549
sha256-fpga,1,14,45743932
sha256-fpga,1,14,500156112
sha256-fpga,1,14,850364669
sha256-fpga,1,14,814178264
sha256-fpga,1,14,919208361
sha256-fpga,1,14,953878731
sha256-fpga,1,14,183294099
sha256-fpga,1,14,77184928
sha256-fpga,1,14,146683582
sha256-fpga,1,14,216905985
sha256-fpga,1,14,111401448
sha256-fpga,1,14,878745111
sha256-fpga,1,14,603367221
sha256-fpga,1,14,251197752
sha256-fpga,1,14,356094648
sha256-fpga,1,14,426240418
sha256-fpga,1,14,1021353450
sha256-fpga,1,14,1055562940
sha256-fpga,1,14,635404678
sha256-fpga,1,14,704518770
sha256-fpga,1,14,564428129
sha256-fpga,1,14,320576879
sha256-fpga,1,14,981818340
sha256-fpga,1,14,738075523
sha256-fpga,1,14,529806270
sha256-fpga,1,14,285131091
sha256-fpga,1,14,772890727
sha256-fpga,1,14,390501696
sha256-fpga,1,14,460368262
sha256-fpga,1,14,668541400
sha256-fpga,1,15,109991750
sha256-fpga,1,15,279544014
sha256-fpga,1,15,179073144
sha256-fpga,1,15,247941063
sha256-fpga,1,15,40747578
sha256-fpga,1,15,452061057
sha256-fpga,1,15,74195362
sha256-fpga,1,15,486846719
sha256-fpga,1,15,417204740
sha256-fpga,1,15,315553568
sha256-fpga,1,15,143065979
sha256-fpga,1,15,348042309
sha256-fpga,1,15,210836716
sha256-fpga,1,15,520881255
sha256-fpga,1,15,589822981
sha256-fpga,1,15,383899229
sha256-fpga,1,15,624181553
sha256-fpga,1,15,555002448
sha256-fpga,1,15,658835213
sha256-fpga,1,15,728377317
sha256-fpga,1,15,798317153
sha256-fpga,1,15,833108655
sha256-fpga,1,15,870430884
sha256-fpga,1,15,903109540
sha256-fpga,1,15,938066169
sha256-fpga,1,15,692271986
sha256-fpga,1,15,1043148979
sha256-fpga,1,15,1007547764
sha256-fpga,1,15,972219018
sha256-fpga,1,15,762993848
sha256-fpga,1,16,387494648
sha256-fpga,1,16,317641198
sha256-fpga,1,16,182390395
sha256-fpga,1,16,42682923
sha256-fpga,1,16,77489374
sha256-fpga,1,16,112186991
sha256-fpga,1,16,214903576
sha256-fpga,1,16,489953320
sha256-fpga,1,16,248631438
sha256-fpga,1,16,283155876
sha256-fpga,1,16,145993248
sha256-fpga,1,16,525024518
sha256-fpga,1,16,454908011
sha256-fpga,1,16,630607025
sha256-fpga,1,16,806809416
sha256-fpga,1,16,665689030
sha256-fpga,1,16,598512545
sha256-fpga,1,16,771078120
sha256-fpga,1,16,703074077
sha256-fpga,1,16,559964013
sha256-fpga,1,16,840817955
sha256-fpga,1,16,911293150
sha256-fpga,1,16,981697483
sha256-fpga,1,16,1016761793
sha256-fpga,1,16,735508586
sha256-fpga,1,16,420668352
sha256-fpga,1,16,351997063
sha256-fpga,1,16,1051268847
sha256-fpga,1,16,875327564
sha256-fpga,1,16,945249639
sha256-fpga,1,17,679767659
sha256-fpga,1,17,46275364
sha256-fpga,1,17,819366839
sha256-fpga,1,17,924405941
sha256-fpga,1,17,185935417
sha256-fpga,1,17,889076111
sha256-fpga,1,17,1026989862
sha256-fpga,1,17,255429623
sha256-fpga,1,17,290248853
sha256-fpga,1,17,395850902
sha256-fpga,1,17,430512462
sha256-fpga,1,17,1060284557
sha256-fpga,1,17,115851125
sha256-fpga,1,17,499868456
sha256-fpga,1,17,464551754
sha256-fpga,1,17,80221307
sha256-fpga,1,17,359954800
sha256-fpga,1,17,150368683
sha256-fpga,1,17,220307975
sha256-fpga,1,17,602929153
sha256-fpga,1,17,324331736
sha256-fpga,1,17,742736692
sha256-fpga,1,17,569136190
sha256-fpga,1,17,848860735
sha256-fpga,1,17,534351053
sha256-fpga,1,17,776870335
sha256-fpga,1,17,707767426
sha256-fpga,1,17,637069862
sha256-fpga,1,17,952510261
sha256-fpga,1,17,986542017
sha256-fpga,1,18,779434222
sha256-fpga,1,18,324325645
sha256-fpga,1,18,45724053
sha256-fpga,1,18,393887355
sha256-fpga,1,18,1023064779
sha256-fpga,1,18,358380989
sha256-fpga,1,18,80453221
sha256-fpga,1,18,428935246
sha256-fpga,1,18,742000939
sha256-fpga,1,18,114278872
sha256-fpga,1,18,288494654
sha256-fpga,1,18,149384467
sha256-fpga,1,18,183740693
sha256-fpga,1,18,218177580
sha256-fpga,1,18,530862052
sha256-fpga,1,18,600684300
sha256-fpga,1,18,252722612
sha256-fpga,1,18,463518191
sha256-fpga,1,18,496877889
sha256-fpga,1,18,565617048
sha256-fpga,1,18,668541568
sha256-fpga,1,18,634628743
sha256-fpga,1,18,703135432
sha256-fpga,1,18,807856878
sha256-fpga,1,18,913396599
sha256-fpga,1,18,842567215
sha256-fpga,1,18,948413837
sha256-fpga,1,18,877733188
sha256-fpga,1,18,1048559037
sha256-fpga,1,18,983106414
sha256-fpga,1,19,82577678
sha256-fpga,1,19,47495060
sha256-fpga,1,19,965056084
sha256-fpga,1,19,187819663
sha256-fpga,1,19,998758961
sha256-fpga,1,19,222300898
sha256-fpga,1,19,823607625
sha256-fpga,1,19,292301565
sha256-fpga,1,19,362907222
sha256-fpga,1,19,116853033
sha256-fpga,1,19,504167345
sha256-fpga,1,19,927044041
sha256-fpga,1,19,644710426
sha256-fpga,1,19,609331858
sha256-fpga,1,19,573887052
sha256-fpga,1,19,151495754
sha256-fpga,1,19,679266375
sha256-fpga,1,19,433376495
sha256-fpga,1,19,256563111
sha256-fpga,1,19,326801850
sha256-fpga,1,19,397710193
sha256-fpga,1,19,468124476
sha256-fpga,1,19,538701730
sha256-fpga,1,19,888186550
sha256-fpga,1,19,784024827
sha256-fpga,1,19,855120813
sha256-fpga,1,19,714319400
sha256-fpga,1,19,748298424
sha256-fpga,1,19,1022627414
sha256-fpga,1,19,1057313347
sha256-fpga,1,20,601711661
sha256-fpga,1,20,112234584
sha256-fpga,1,20,812264784
sha256-fpga,1,20,181177745
sha256-fpga,1,20,42633107
sha256-fpga,1,20,74908080
sha256-fpga,1,20,706003770
sha256-fpga,1,20,143919186
sha256-fpga,1,20,564487275
sha256-fpga,1,20,284270064
sha256-fpga,1,20,669690509
sha256-fpga,1,20,774873377
sha256-fpga,1,20,879509991
sha256-fpga,1,20,388214220
sha256-fpga,1,20,421774798
sha256-fpga,1,20,908477928
sha256-fpga,1,20,247642648
sha256-fpga,1,20,212930991
sha256-fpga,1,20,526309113
sha256-fpga,1,20,631003949
sha256-fpga,1,20,353207709
sha256-fpga,1,20,317810345
sha256-fpga,1,20,940113134
sha256-fpga,1,20,736282241
sha256-fpga,1,20,1010700102
sha256-fpga,1,20,974971635
sha256-fpga,1,20,1045200890
sha256-fpga,1,20,840045137
sha256-fpga,1,20,456127105
sha256-fpga,1,20,491073450
sha256-fpga,1,21,41977180
sha256-fpga,1,21,75329343
sha256-fpga,1,21,109484135
sha256-fpga,1,21,142376313
sha256-fpga,1,21,210082672
sha256-fpga,1,21,175485563
sha256-fpga,1,21,244533925
sha256-fpga,1,21,770347346
sha256-fpga,1,21,735726881
sha256-fpga,1,21,349544034
sha256-fpga,1,21,839314821
sha256-fpga,1,21,804528360
sha256-fpga,1,21,419242102
sha256-fpga,1,21,907021577
sha256-fpga,1,21,871925195
sha256-fpga,1,21,941310167
sha256-fpga,1,21,279093386
sha256-fpga,1,21,524194455
sha256-fpga,1,21,558768326
sha256-fpga,1,21,454060612
sha256-fpga,1,21,972781501
sha256-fpga,1,21,313394961
sha256-fpga,1,21,1008096649
sha256-fpga,1,21,1042392163
sha256-fpga,1,21,382904517
sha256-fpga,1,21,661020597
sha256-fpga,1,21,488201142
sha256-fpga,1,21,590330414
sha256-fpga,1,21,625012885
sha256-fpga,1,21,695388075
sha256-fpga,1,22,40185622
sha256-fpga,1,22,75206785
sha256-fpga,1,22,109876359
sha256-fpga,1,22,213016319
sha256-fpga,1,22,144782551
sha256-fpga,1,22,179371586
sha256-fpga,1,22,244324649
sha256-fpga,1,22,345042131
sha256-fpga,1,22,278461266
sha256-fpga,1,22,311096900
sha256-fpga,1,22,413693980
sha256-fpga,1,22,552837820
sha256-fpga,1,22,448421864
sha256-fpga,1,22,726144691
sha256-fpga,1,22,796058684
sha256-fpga,1,22,690342029
sha256-fpga,1,22,829937338
sha256-fpga,1,22,759644797
sha256-fpga,1,22,863936967
sha256-fpga,1,22,933180134
sha256-fpga,1,22,482898674
sha256-fpga,1,22,899022825
sha256-fpga,1,22,1001912359
sha256-fpga,1,22,655573961
sha256-fpga,1,22,1036232131
sha256-fpga,1,22,966789964
sha256-fpga,1,22,378457717
sha256-fpga,1,22,517234334
sha256-fpga,1,22,621005285
sha256-fpga,1,22,586677477
sha256-fpga,1,23,712341825
sha256-fpga,1,23,85653363
sha256-fpga,1,23,780777005
sha256-fpga,1,23,224160286
sha256-fpga,1,23,363005006
sha256-fpga,1,23,47973352
sha256-fpga,1,23,744777030
sha256-fpga,1,23,117038043
sha256-fpga,1,23,151538985
sha256-fpga,1,23,918856282
sha256-fpga,1,23,291177644
sha256-fpga,1,23,953374918
sha256-fpga,1,23,883989322
sha256-fpga,1,23,394076581
sha256-fpga,1,23,428856352
sha256-fpga,1,23,463512779
sha256-fpga,1,23,637838307
sha256-fpga,1,23,811965534
sha256-fpga,1,23,255863431
sha256-fpga,1,23,671992935
sha256-fpga,1,23,185887065
sha256-fpga,1,23,978675299
sha256-fpga,1,23,602404635
sha256-fpga,1,23,1013489844
sha256-fpga,1,23,323998216
sha256-fpga,1,23,844959976
sha256-fpga,1,23,1048050450
sha256-fpga,1,23,533031974
sha256-fpga,1,23,497944200
sha256-fpga,1,23,567745069
sha256-fpga,1,24,39952140
sha256-fpga,1,24,278892359
sha256-fpga,1,24,521019774
sha256-fpga,1,24,103216918
sha256-fpga,1,24,555132994
sha256-fpga,1,24,382018479
sha256-fpga,1,24,589180924
sha256-fpga,1,24,207102642
sha256-fpga,1,24,241808667
sha256-fpga,1,24,172266620
sha256-fpga,1,24,691792145
sha256-fpga,1,24,656944790
sha256-fpga,1,24,345583146
sha256-fpga,1,24,760738302
sha256-fpga,1,24,795515928
sha256-fpga,1,24,899071338
sha256-fpga,1,24,829346634
sha256-fpga,1,24,864114252
sha256-fpga,1,24,414027404
sha256-fpga,1,24,933752228
sha256-fpga,1,24,623121187
sha256-fpga,1,24,137550705
sha256-fpga,1,24,68190278
sha256-fpga,1,24,482876518
sha256-fpga,1,24,1036102293
sha256-fpga,1,24,448004325
sha256-fpga,1,24,724413170
sha256-fpga,1,24,967267936
sha256-fpga,1,24,1001499526
sha256-fpga,1,24,310592892
sha256-fpga,1,25,145899656
sha256-fpga,1,25,181251121
sha256-fpga,1,25,249879294
sha256-fpga,1,25,214860628
sha256-fpga,1,25,41840671
sha256-fpga,1,25,76450777
sha256-fpga,1,25,109403574
sha256-fpga,1,25,281215601
sha256-fpga,1,25,422031132
sha256-fpga,1,25,492237796
sha256-fpga,1,25,350813032
sha256-fpga,1,25,561706801
sha256-fpga,1,25,316131876
sha256-fpga,1,25,701828597
sha256-fpga,1,25,385245842
sha256-fpga,1,25,874890237
sha256-fpga,1,25,804711352
sha256-fpga,1,25,840292822
sha256-fpga,1,25,908867176
sha256-fpga,1,25,977725636
sha256-fpga,1,25,941625435
sha256-fpga,1,25,628635361
sha256-fpga,1,25,593123055
sha256-fpga,1,25,663404055
sha256-fpga,1,25,453524857
sha256-fpga,1,25,733046541
sha256-fpga,1,25,767732824
sha256-fpga,1,25,1009720723
sha256-fpga,1,25,1044168050
sha256-fpga,1,25,522827724
